St Lawrence,SUNY Police - Canton,2018,33
St Lawrence,SUNY Police - Potsdam,2018,52
Suffolk,Amityville Vg PD,2018,107
Suffolk,Asharoken Vg PD,2018,2
Suffolk,County Total,2018,19385
Suffolk,East Hampton Town PD,2018,187
Suffolk,East Hampton Vg PD,2018,36
Suffolk,Huntington Bay Vg PD,2018,2
Suffolk,Lloyd Harbor Vg PD,2018,12
Suffolk,Nissequogue Vg PD,2018,606
Suffolk,Northport Vg PD,2018,25
Suffolk,Ocean Beach Vg PD,2018,11
Suffolk,Quogue Vg PD,2018,24
Suffolk,Riverhead Town PD,2018,653
Suffolk,Southampton Town PD,2018,577
Suffolk,Southampton Vg PD,2018,53
Suffolk,Southold Town PD,2018,233
Suffolk,Suffolk County MTA,2018,51
Suffolk,Suffolk County Park PD,2018,32
Suffolk,Suffolk County PD,2018,16375
Suffolk,Suffolk County Sheriff,2018,55
Suffolk,Suffolk County State Police,2018,42
Suffolk,SUNY Police - Farmingdale,2018,30
Suffolk,SUNY Police - Stony Brook,2018,223
Suffolk,Westhampton Beach Vg PD,2018,49
Sullivan,County Total,2018,1195
Sullivan,Fallsburg Town PD,2018,124
Sullivan,Liberty Vg PD,2018,181
Sullivan,Monticello Vg PD,2018,176
Sullivan,Sullivan County Sheriff,2018,327
Sullivan,Sullivan County State Police,2018,362
Sullivan,Woodridge Vg PD,2018,25
Tioga,County Total,2018,392
Tioga,Owego Vg PD,2018,157
Tioga,Tioga County Sheriff,2018,121
Tioga,Tioga County State Police,2018,92
Tioga,Waverly Vg PD,2018,22
Tompkins,Cayuga Heights Vg PD,2018,9
Tompkins,Cornell University Police,2018,229
Tompkins,County Total,2018,1889
Tompkins,Dryden Vg PD,2018,36
Tompkins,Groton Vg PD,2018,34
Tompkins,Ithaca City PD,2018,891
Tompkins,Ithaca College PD,2018,103
Tompkins,Tompkins County Park PD,2018,4
Tompkins,Tompkins County Sheriff,2018,282
Tompkins,Tompkins County State Police,2018,291
Tompkins,Trumansburg Vg PD,2018,10
Ulster,County Total,2018,2246
Ulster,Ellenville Vg PD,2018,82
Ulster,Kingston City PD,2018,547
Ulster,Lloyd Town PD,2018,84
Ulster,Marlborough Town PD,2018,42
Ulster,New Paltz Town and Vg PD,2018,165
Ulster,Olive Town PD,2018,11
Ulster,Plattekill Town PD,2018,31
Ulster,Rosendale Town PD,2018,19
Ulster,Saugerties Town PD,2018,236
Ulster,Shandaken Town PD,2018,15
Ulster,Shawangunk Town PD,2018,48
Ulster,SUNY Police - New Paltz,2018,30
Ulster,Ulster County Park PD,2018,1
Ulster,Ulster County Sheriff,2018,165
Ulster,Ulster County State Police,2018,463
Ulster,Ulster Town PD,2018,245
Ulster,Woodstock Town PD,2018,62
Warren,Bolton Town PD,2018,5
Warren,County Total,2018,952
Warren,Glens Falls City PD,2018,174
Warren,Warren County Sheriff,2018,519
Warren,Warren County State Police,2018,254
Washington,Cambridge Vg PD,2018,15
Washington,County Total,2018,419
Washington,Fort Edward Vg PD,2018,9
Washington,Granville Vg PD,2018,22
Washington,Greenwich Vg PD,2018,10
